source,productid,mobilename,userid,review,rating,reviewdate,sentiment,_review_cleaned
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",Isak Mangasule,...Camera - 35Display - 45Speaker - 35Performance -,,2025-09-23,Neutral,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",Shailesh Kumar,"...Phone fully charged in less than 2 hours.Rear camera 55, Front camera 45",,2025-10-08,Neutral,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",Anup Das,"...Phone fully charged in less than 2 hours.Rear camera 55, Front camera 45",,2025-08-12,Neutral,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",Flipkart Customer,...Very nice Vivo T4 Lite mobile phone camera  and video songs volume very good,,2025-08-12,Positive,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",Shek Kalimuddin,...The rear camera is low quality.Picture got hazy and while using social,,2025-10-03,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",Sarat kumar Das,...The camera is pretty good.Battery is too good but it's take long time,,2025-10-02,Positive,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",Manoj Chaudhary,...Camera quality low but top mobile,,2025-07-12,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",Dinesh  Kumar,"...very good phone...look wise awasome,cameras good,Phone All features are very good..All over good product..",,2025-09-12,Positive,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",Umesh ukey,...Camera is averagePerformance is good,,2025-08-12,Neutral,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",Flipkart Customer,...Camera quality is pathetic ,,2025-09-12,Negative,
flipkart,9886d6e522c4b,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",happy Krishna,...Good product but camera quality is low but overall all are okay,,2025-09-12,Neutral,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",subhajit sadhukhan,"...Display:It looks awesome, check my imagesCamera: excellent picture and details capturedVideo: Front camera 4k awesome.Battery:",,2024-09-01,Positive,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Sonia Sharma,...Camera quality is amazing 4k shots and many things.,,2025-08-12,Positive,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Flipkart Customer,...Camera: The camera system is versatile and can take great photos in a variety of conditions.,,2025-03-12,Positive,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Rajeevan Kakkokara,"...etc, then exynos is good for these tasks.The phone is great and camera is good.",,2025-06-12,Positive,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Ashish Kumar Patel,"...wrost camera quality,never saatified in hand feel ..not good for money....i suggeust in this",,2024-08-01,Negative,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Flipkart Customer,"...Product is bestLove the Camera qualityHeating problem with battery,it could be",,2025-06-12,Positive,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Ashwini  Kamate,...The product is good Camera quality Better clear skin tones,,2025-06-12,Positive,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Sewanga Pulak  Dolakashoria,...Portrait camera mode and the primary camera on this phone is really nice.,,2025-09-28,Positive,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Flipkart Customer,...Camera is top notch too and you can get some pretty good images.,,2024-06-01,Positive,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",ARYAN SINGH,".... The camera is not too vibrant and takes natural photos, selfie camera is good to",,2024-12-12,Neutral,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Flipkart Customer,"...The camera quality is excellent, capturing detailed shots with good low-light performance.",,2025-10-06,Positive,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Farhana Parvin,...Camera quality is amazing...I'm obsessed ,,2025-01-12,Positive,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Bhaskar  Bairagi,...good picture quality camera... but battry backup bad quality and charging,,2025-05-12,Neutral,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",SUSHEEL RAIKWAR,...Camera quality is too poor to be compared with VGA camera.,,2025-05-12,Negative,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Yesudass Moses,...Better than my Nothing 2a in terms of camera quality...,,2024-12-12,Positive,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Harsh Sharma,...Camera isn't too good the dynamic range is soo badHeating issuePerformance is good enough,,2025-08-12,Negative,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",abhi ranshinge,...Phone Good but camera quality is no good.bed camera,,2025-07-12,Negative,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Flipkart Customer,...Battery performance is not too goodCamera quality is greatSound quality is very goodLooking  decent,,2025-10-02,Neutral,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Mohit Rajput,...VERY NICE MOBILE AND NEXT LEVEL CAMERAIT PLAY BHMI ON 60 FPSI LOVE IT,,2025-06-12,Positive,
flipkart,2d2e398127998,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",Aparajita Samal,...Camera Quality n storeg,,2025-06-12,Neutral,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Karthik Dhulipala,...Pros:-Camera is good but not that much great it's ok-ish details feels like little bit clumsy.,,2025-06-12,Neutral,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Flipkart Customer,...Motorola edge 60 Fusion 5G was a awesome smartphone This phone  camera was really good ,,2025-09-12,Positive,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",sandeep e,...Camera was assumed and with Sony and the dimensity 7400 was rocked !!!,,2025-05-12,Positive,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Ravi Shankar Bhardwaj,"...lot of improvements are clearly visibleCamera quality, Ai featuresBody ,colourAnd also it's more handy now",,2025-06-12,Positive,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Subrata Das,...Camera - 4.55 ( back camer)45 ( front camera)Display,,2025-10-03,Neutral,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Emdadul Haque,...1.Camera Quality of the phone is phenomenal beautiful picture 552.,,2025-09-18,Positive,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",mayank parmar,...I think there is backlash in front camera quality then fusion 50. Fusion 50 front camera photo quality is far better than 60 fusion.,,2025-05-12,Negative,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Jangala Pawan,...Camera quality -4.55Battery -45Display quality -55Performance,,2025-05-12,Neutral,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Shyam Singh Solanki,...Nice camera quality and offers best AI experience in the segment .,,2025-09-12,Positive,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",yaswanth surya,...Not good camera very bad camera quality like 10k mobile.,,2025-05-12,Negative,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Manoj Bind,"...battery is good, 8 hours continuous play.Camera output is strange and little non realistic.It gives some AI processed image every time",,2025-09-26,Negative,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Pramod  Singh,...Everything is good about this phone expect my experience with the camera Quality is not up to the mark .,,2025-10-07,Negative,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Pranav Dixit,"...Minimum ISO level in Pro mode is 100 only, I was expecting 50. It has dual camera setup in back.",,2025-09-12,Neutral,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Flipkart Customer,"...Phenomenal purchase ,Camera quality is bestBattery is humungousWater resistant ip68",,2025-05-12,Positive,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Lucky Khan,...Beautiful MobileCamera Quality AwsmmBattery Backup Very Good,,2025-05-12,Positive,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Sumit Kumar,...The camera quality is superb... performance i,,2025-09-12,Positive,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",NIKHIL PAL,...Decent phone in this segment with a very good camera quality.,,2025-09-28,Positive,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Amar Ghosh,"...The phone is very good, especially its camera, just wow.",,2025-09-27,Positive,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Ashish Kumar,...Camera quality is awesomeOverall ratings 4.85Night vision is ,,2025-06-12,Positive,
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Akhil Tudu,"...Camera quality is awesome .. dolby sound , curved display fast charging",,2025-05-12,Positive,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Flipkart Customer,...Camera- decentBattery- easily pass 1 day with single charge,,2025-09-29,Neutral,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Neeraj Kumar,...Camera quality is good.Nice Design. Excellent.,,2025-09-12,Positive,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Om Ramesh Desai,...Camera is normal - good pictures in daylight but bad in low light.,,2025-09-12,Neutral,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Amit Sharma,...I bought this phone for its camera features only but disappointed as the camera performance was not as ex,,2025-09-12,Negative,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Rohit Pathak,...See the camera quality of this phone,,2025-09-29,Neutral,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Tapasi  Pal,...Very good product.Camera is good.But charger or soft case not included.,,2025-09-27,Neutral,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Vivek Babu,...Camera quality is best but camera  is HANGING,,2025-09-12,Negative,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Gaurav,...Camera was very goodBattery backup is nice gave 9-10 hour easily,,2025-09-12,Positive,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Abhi Masand,...Worst camera.Not satisfied,,2025-09-14,Negative,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",sukumar  c,"...Good mobile, but costly..Kindly request improve camera quality!",,2025-10-03,Negative,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Makwana Kirankumar,...Good camera result,,2025-08-12,Positive,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Vineet  Singh,...Camera amazing ,,2025-10-08,Positive,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Zaffar Mohammed,...Camera not good in evening.Phone lagging....Not for gaming,,2025-09-30,Negative,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Sahadev Maity,...Night camera decent,,2025-09-12,Neutral,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Shasi Rai,"...Charger not found,camera quality Average",,2025-09-28,Neutral,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Divyanshu Thakur,"...Not much for my expertise, while I shoot video by the camera is glitch, not working properly.",,2025-10-04,Negative,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",prateek jaiswal,"...display quality was quite good, camera is good but not as much as it mention sony lens.",,2025-08-12,Neutral,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",sujata  kumari,...Display and camera,,2025-10-03,Neutral,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",SIVA JENI,...Dual speaker and e and AMOLED and display fingerprint and 50 CAMERA IOS SUPPORT,,2025-08-12,Neutral,
flipkart,3ac3f82a0d665,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",Amit  Verma,"...Worst product,camera hanging,battery draining too fas",,2025-09-27,Negative,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Karthik Dhulipala,...Pros:-Camera is good but not that much great it's ok-ish details feels like little bit clumsy.,,2025-06-12,Neutral,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Flipkart Customer,...Motorola edge 60 Fusion 5G was a awesome smartphone This phone  camera was really good ,,2025-09-12,Positive,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",sandeep e,...Camera was assumed and with Sony and the dimensity 7400 was rocked !!!,,2025-05-12,Positive,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Ravi Shankar Bhardwaj,"...lot of improvements are clearly visibleCamera quality, Ai featuresBody ,colourAnd also it's more handy now",,2025-06-12,Positive,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Subrata Das,...Camera - 4.55 ( back camer)45 ( front camera)Display,,2025-10-03,Neutral,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Emdadul Haque,...1.Camera Quality of the phone is phenomenal beautiful picture 552.,,2025-09-18,Positive,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",mayank parmar,...I think there is backlash in front camera quality then fusion 50. Fusion 50 front camera photo quality is far better than 60 fusion.,,2025-05-12,Negative,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Jangala Pawan,...Camera quality -4.55Battery -45Display quality -55Performance,,2025-05-12,Neutral,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Shyam Singh Solanki,...Nice camera quality and offers best AI experience in the segment .,,2025-09-12,Positive,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",yaswanth surya,...Not good camera very bad camera quality like 10k mobile.,,2025-05-12,Negative,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Manoj Bind,"...battery is good, 8 hours continuous play.Camera output is strange and little non realistic.It gives some AI processed image every time",,2025-09-26,Negative,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Pramod  Singh,...Everything is good about this phone expect my experience with the camera Quality is not up to the mark .,,2025-10-07,Negative,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Pranav Dixit,"...Minimum ISO level in Pro mode is 100 only, I was expecting 50. It has dual camera setup in back.",,2025-09-12,Neutral,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Flipkart Customer,"...Phenomenal purchase ,Camera quality is bestBattery is humungousWater resistant ip68",,2025-05-12,Positive,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Lucky Khan,...Beautiful MobileCamera Quality AwsmmBattery Backup Very Good,,2025-05-12,Positive,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Sumit Kumar,...The camera quality is superb... performance i,,2025-09-12,Positive,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",NIKHIL PAL,...Decent phone in this segment with a very good camera quality.,,2025-09-28,Positive,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Amar Ghosh,"...The phone is very good, especially its camera, just wow.",,2025-09-27,Positive,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Ashish Kumar,...Camera quality is awesomeOverall ratings 4.85Night vision is ,,2025-06-12,Positive,
flipkart,c9dbbd784b6bc,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",Akhil Tudu,"...Camera quality is awesome .. dolby sound , curved display fast charging",,2025-05-12,Positive,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Who Are U,"...The camera quality is impressive, capturing sharp and detailed photos in various lighting conditions.",,2025-04-12,Positive,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Jabaan Gaming,"...The camera quality is quite good, capturing detailed and vibrant photos in both daylight and low light.",,2025-04-12,Positive,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Flipkart Customer,"...for the price, it is definitely a steal.The camera quality is another standout feature.The colors are true to life, and the detail",,2025-04-12,Positive,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Anand Kumar,...Pros:Battery is goodCamera is average5G with 12 bands is goodHaving Android 15 is super good at this,,2025-06-12,Neutral,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Fets Luck,...Photos capturing more detail and texture especially in Rear 50MP Camera,,2025-04-12,Positive,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",The Inzamam,"...The camera quality is amazing, capturing clear and vibrant shots.",,2025-04-12,Positive,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Flipkart Customer,...The camera quality is decent and the pictures comes out bright and clear.,,2025-04-12,Positive,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Suhaib Sayyad,"...However, be aware of the trade-offs: the camera quality is notably poor.",,2025-10-06,Negative,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",sankalp gupta,"...One of the standout features is its camera, which is among the best in this segment, especially with portrait mode capturing great details.",,2025-04-12,Positive,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Aryan Agarwal,"...The camera setup includes a dual rear camera, with the primary sensor capturing decent shots in daylight but struggling a bit in low light.",,2025-04-12,Neutral,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Jyothi krishna,"...The camera takes good photos, especially in well-lit conditions, offering clear and vibrant shots.",,2025-04-12,Positive,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Flipkart Customer,...Camera quality is also good and much  much better with good lighting expecially with the potrait mode.,,2025-04-12,Positive,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Unnikrishnan Muraleedhar,"...50MP camera takes awesome photos, and the 8MP front camera is nice for selfies.",,2025-04-12,Positive,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Ankit Sharma,"...The 50MP camera clicks amazing pictures, and even the 8MP front camera is great for selfies.",,2025-04-12,Positive,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Alekhya Jalla,...4. All watches and buds are supported..5. Coming to the camera 50M clarity is available.,,2025-04-12,Neutral,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Rajendra  Vairale,...Camera quality not good.No filter is provided. And phone keep hanging,,2025-10-06,Negative,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Flipkart Customer,...Camera not good but overall good in this midrange segment,,2025-06-12,Neutral,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",sarvajit gupta,...Good at this price segment..camera is ok click decent pictures.. I purchased it for my father.,,2025-06-12,Positive,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Saneesh,"...As a photography enthusiast, I tested the 50MP camera, and it delivers impressive daylight shots with great detail and natural colors.",,2025-04-12,Positive,
flipkart,a2920c68b7fc8,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",Flipkart Customer,...the best phone for Maa under 8k budget.Back camera 45Selfie 35Performance is good for normal,,2025-08-12,Positive,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Debo Banerjee,...The device is good and pretty smooth. ... The camera also takes decent pictures in good lighting,,2025-08-12,Positive,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Siva S,"...The 32MP rear camera takes decent photos in good lighting, and the 8MP front camera is fine for selfies.",,2025-09-15,Positive,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Papiya Mallick,...Camera quality is osome.,,2025-07-12,Positive,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Yash  Mathur,...Bad experienceCamera is very poorCamera quality is such bad more than 2 megapixel,,2025-08-12,Negative,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",jasmin ansari,...The camera is not good in this mobile.There is no option of hide app or app lock,,2025-07-12,Negative,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Imran Siddiqui,...Camera kwality ok ok,,2025-06-12,Neutral,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Mysterious Person,...Mobile's camera is not good as my expected and your as your ads,,2025-09-12,Negative,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Flipkart Customer,...Worest audio qualityPoor camera qualityLess settingsNot buy this,,2025-06-12,Negative,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Balaji Bala,...Not worth for money.Very poor camera quality.Audio average.,,2025-10-10,Negative,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",ABHISHEK SUTRAWE,...load.Sound or speaker quality is very lowBack side main camera quality is very bad,,2025-10-06,Negative,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",সোনার তরী,...This product is soo good but the camera will much do more recovering.,,2025-07-12,Positive,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Flipkart Customer,...Camera quality is n,,2025-09-23,Neutral,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Amal Roy,...Everything is perfect but camera quality is not good,,2025-09-15,Negative,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Arun Customer,...camera is flop.I can take better photos in my old phone,,2025-09-16,Negative,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Salman Makandar,...Camera quality very bad ,,2025-10-08,Negative,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",AMAN  KUMAR,...Camera quality is poor,,2025-07-12,Negative,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Sahera_ Shaik_,...Camera quality is very bad,,2025-07-12,Negative,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Prakash Shaw,...product. And don't believe in the camera.Camera quality is not good,,2025-10-02,Negative,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Shifa Nayab,...The camera is not good at all,,2025-10-08,Negative,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Sonali,...Camera  quality not good,,2025-08-12,Negative,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Mihir Kumar  Jha,...Best Phone in this Price Range.Pros :-1. Camera :-Back Camera - 55Front Camera - 352. Battery - 45 (1,,2025-06-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",P.vijaya kumar,...Good mobile and camera quality is very nice and photos clearance is very good it's very usefull,,2025-09-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Gajanan  Pradhan,"...The camera is another standout feature, capturing stunning photos with ease.",,2025-04-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Flipkart Customer,...Mobile is very good also perfomance and camera quality is nice,,2025-10-07,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",shivpoojan prajapati,...Best camera kwality,,2025-08-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",VIGNESH JM,...Camera quality id goodPerformance is ultimateBattery capacity,,2025-04-12,Neutral,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Tarique  Ali,"...Just normal phone, camera quality just normal.",,2025-07-12,Neutral,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Deepak Kumar,...The phone is as good as I think but I think camera quality needs improvement.,,2025-07-12,Neutral,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Flipkart Customer,"...This item is Vivo T4X 5G mobile, and it is very good, its camera is very good ",,2025-04-12,Positive,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Dishan kalita Kalita,...Camera quality 4.55Battery 55Design 45Performance 45,,2025-06-12,Neutral,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",ROHAN  WAINGANKAR,...2) Camera : Don't expect anything from camera coz it lags and even can't take a clear picture.,,2025-10-10,Negative,
flipkart,017656bdd097b,"vivo T4x 5G (Glacial Teal, 128 GB)",Mohith Mohith,... features in phone like 2005 year model phonesBack Camera good - 45Dynamic light 55Image eraser 55Performanc,,2025-09-25,Neutral,
