source,productid,mobilename,userid,review,rating,reviewdate
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Flipkart Customer,...Motorola edge 60 Fusion 5G was a awesome smartphone This phone  camera was really good ,,2025-09-02
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",sandeep e,...Camera was assumed and with Sony and the dimensity 7400 was rocked !!!,,2025-06-02
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Ravi Shankar Bhardwaj,"...lot of improvements are clearly visibleCamera quality, Ai featuresBody ,colourAnd also it's more handy now",,2025-06-02
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Emdadul Haque,...1.Camera Quality of the phone is phenomenal beautiful picture 552.,,2025-09-17
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",mayank parmar,...I think there is backlash in front camera quality then fusion 50. Fusion 50 front camera photo quality is far better than 60 fusion.,,2025-05-02
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Jangala Pawan,...Camera quality -4.55Battery -45Display quality -55Performance,,2025-05-02
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Shyam Singh Solanki,...Nice camera quality and offers best AI experience in the segment .,,2025-09-02
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",yaswanth surya,...Not good camera very bad camera quality like 10k mobile.,,2025-05-02
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Manoj Bind,"...battery is good, 8 hours continuous play.Camera output is strange and little non realistic.It gives some AI processed image every time",,2025-09-25
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Pranav Dixit,"...Minimum ISO level in Pro mode is 100 only, I was expecting 50. It has dual camera setup in back.",,2025-09-02
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Flipkart Customer,"...Phenomenal purchase ,Camera quality is bestBattery is humungousWater resistant ip68",,2025-05-02
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Lucky Khan,...Beautiful MobileCamera Quality AwsmmBattery Backup Very Good,,2025-05-02
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Sumit Kumar,...The camera quality is superb... performance i,,2025-09-02
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",NIKHIL PAL,...Decent phone in this segment with a very good camera quality.,,2025-09-27
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Amar Ghosh,"...The phone is very good, especially its camera, just wow.",,2025-09-26
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Ashish Kumar,...Camera quality is awesomeOverall ratings 4.85Night vision is ,,2025-06-02
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Akhil Tudu,"...Camera quality is awesome .. dolby sound , curved display fast charging",,2025-05-02
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Akanksha  Sri,...Display and design awesome.back camera even potrait mode awesome.front camera is average while people make,,2025-09-07
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",shivam sharma,...multimedia.2. Battery backup is good.3. Camera quality is also good.Cons:No back Cover.No tempered for screen,,2025-06-02
flipkart,8553dc1ee56ee,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Anonymous,nan,,
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Nikhar Sachdeva,...Front camera is decent.It feels very good and well balanced device for a normal user who does not want to game a lot,,2025-05-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Ayaan  Farooq,...Camera quality is awesome specially portrait mode....Battery life is 8 hours on continuous,,2025-05-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Pradip Ghalme,...Mobile is very nice but Camera quality needs to be improved !,,2025-07-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Dinesh Kumar,"...Camera is good but could be better , portrait mode is so so to detect proper edges",,2025-05-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Deepankar Tripathi,...1. Wonderful Display.2. Good Camera Quality.3. Excellent Design.4. High Performance,,2025-09-25
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Patnana Suneel kumar,...Camera quality is awesomeThe battery will drain if u use continuously,,2025-08-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Mohit Selvaraj,...The stabilisation is ok but not too good.Rear and front camera's are good.It contains many capturing modes and features,,2025-09-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Flipkart Customer,...Nice productCamera photo quality is niceBut video I am not happy,,2025-08-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Kannan T,...amazing product.The product looks good.The camera quality is very good.You will get exact output whatever you are,,2025-07-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Raj Kumar,...Camera quality 108Battery backup 107Display performance,,2025-07-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Flipkart Customer,"...stays for a day and half for a normal userCamera : good camera, good for day and night picsDisplay : goodDesign : goodPerformance",,2025-09-13
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Ajay Maurya,...So beautiful phone camera and all things are too good,,2025-07-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Altaf Miya,"...Camera Quality Is Superb,l.Performance Like A Iqoo Neo 10.BGMI Performance",,2025-08-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Ganesh Chaurasiya,...Awesome phone in this budget.The camera is awesome.Battery backup is good.Display feels pro,,2025-05-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Mobbashir Ahmed,...Camera zooming quality is not as expected its hazzy,,2025-07-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Naveenkumar Thangavel,...Review:Simply awesome. Worth the wait.Camera 4K quality is good.Sound quality is very goodFound little,,2025-06-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Shrikant  Kanase,...Very nice mobile in terms of camera and features.,,2025-07-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Aradharan P,...Camera quality not goodvery bad camera...,,2025-07-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Rajarajacholan Krishnamurthy,...Hits:DisplayCamera resolutionMemoryMisses: (Lot)White balance is so,,2025-05-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",AKRAM OSAMA,...Camera :- 55Battery:- 55Performance:- 55Design 45,,2025-06-02
flipkart,637e7bca8a605,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)",Anonymous,nan,,
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Prince  Kushwaha,"...The camera quality is top-notch, capturing sharp and vibrant photos even in low light.",,2025-06-02
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",anmolsingh  anmol,...iPhone 13pro max to 16The camera qualities is fab,,2025-09-25
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Pintu Harsha,...Perfomance wise also good ...No doubt about camera (stunning,,2025-09-27
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Shubham Gupta,...Nice phone in terms of use and camera quality,,2025-09-27
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Sayantan Mondal,"...Amazing phone ,camera quantity top-notch.Good performance.",,2025-09-24
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",BISWARUP GHOSH,...NO DOUBT ABOUT IPHONE 16. CAMERA IS EXCELLENT.BATTERY IS MODERATE. DISPLAY IS MUCH BETTER,,2025-09-26
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Sanjeev Bhati,...Amazing iphone ever .Camera is great and inland feel is amazing.Thanks flipkart,,2025-10-01
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Sougata Roy,...Intelligence is not available out of the box.Camera quality is awesome.,,2024-09-01
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Abhijeet  Modak,...Very nice phone. I got this in BBD.Camera quality is superb.,,2025-09-25
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Rohan Bhosale,...Cameras Quality is Too Good Photos Click like a DSLR camera ,,2025-09-30
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Yash Vishwakarma,...Camera is  so good and have 5x optical zoom,,2025-09-30
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Pankaj Dhalwal,...The quality of the camera is very low while the 12 MP camera of the iPhone X is 100 times better.,,2025-05-02
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Rinku singh,...Nyc Phone with the camera quality,,2025-09-28
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Saurabh Suman,...Camera is good in terms of videography.But for photography I will not recommend,,2025-09-28
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Rohan Bhosale,...Camera Quality is too Good Photos shoot like a DSLR Camera ,,2025-09-30
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Zahid Ansari,...comfortable to keep in pocket..good display size..camera quality Is good ..and abt performance of battery little bit,,2025-09-28
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Santharao,...Excellent performanceGood camera qualityGood design,,2025-09-25
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Shahil  Ansari,...Everything is fine and the camera is also very good.,,2025-09-25
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Lalu Kumar,...Camera quality is excellentBattery backup is durablePerformence is,,2025-09-02
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Aman Raj,...BEST CAMERA QUALITY AS ALWAYS AND OVERALL LOVED IT VERY MUCH.,,2025-07-02
flipkart,c2e910b4d0b1c,"Apple iPhone 16 (Pink, 128 GB)",Anonymous,nan,,
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Suman Banerjee,...Camera control is okayish till now in terms of user experience and friendliness,,2024-11-02
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Yash Vishwakarma,...Great camera and 5x telephoto ,,2025-09-30
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Flipkart Customer,...Little bit heat issues !Still good at everything Camera is too awesome,,2025-09-30
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Bapin Nayak,...Camera quality wow I love it,,2025-09-27
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Subham Kumar,...The camera of Oneplus 11r is taking much better photos than this.,,2025-09-29
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Ayan Lone,...Great device with great camera ,,2025-01-02
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Flipkart Customer,"...Great phone great experience,  excellent camera",,2025-09-27
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Veera Raja Satyavarapu,...What a phone that is AppleCamera superb,,2025-10-01
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Chetan G,...almost everything.Pros:Build QualityPro Camera is top notch on both outdoor and indoor.Very good battery life.120 hertz display,,2025-09-30
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",lucky Lucky,...Best camera,,2025-04-02
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Flipkart Customer,...The best see the camera samples,,2025-09-25
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Tarun Sharma,...Amazing camera quality best software experience,,2025-09-30
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Bishal Khatri,"...Its camera quality, video quality and battery backup are very good.",,2025-09-29
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Prakhar Kumar,...good battery and this device justifies it.Camera is top notch and UI is buttery smooth.Cheers Apple!,,2025-05-02
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Subhasis Pattnayak,...Excellent camera and design,,2024-11-02
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Biplab Gorain,...Really Nice phone Natural Titanium color too good and camera mind-blowing performance too good.,,2025-05-02
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Dipesh Bhaliya,...Great display and cameras...been using 15,,2025-09-26
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Debakrupa Pani,...Best photo I ever seen in my life,,2025-09-27
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Praveen Sebastian,...Camera quality display and overall good,,2025-06-02
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Chaitanya Miriyampalli,...Pros :1. Display2. Video Recording and Photos are stunning,,2025-05-02
flipkart,05ad8e674782a,"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)",Anonymous,nan,,
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Romy Sen,...Camera quality very very BAD BAD BAD BAD BAD BAD BAD rubbish Compare to 32 m,,2025-08-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",lakhan Joshi,"...Phone is amazing no doubt,, but camera is average, bettery super.",,2025-08-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Pravin Shigavan,...Camera quality dull aaheSound quality is lowWhile taking video,,2025-06-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Flipkart Customer,...Mobile is very good camera Quality is awesome,,2025-10-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Senthil Kumar,...Back camera ok but front camera clarity not ok.Battery capacity good.,,2025-07-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Akshay Thakare,...writing this review after use of 3 months.Camera quality is good under low light.Battery lasts for 2 days for normal use,,2025-09-15
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Bhawna Ahuja,...Camera quality is soo poor..not worthy,,2025-09-19
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Sanjuuu Rathod,"...Camera is poor low quality picture, and camera is not working as expected",,2025-09-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Preeti  Gangwar,...Rear camera is superb.battery backup is too good.ai eraser tool,,2025-07-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Flipkart Customer,...Direct phone video call worst experience and camera clarity very poor.,,2025-06-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Yogesh  Rasane,...Sound Quality very badCamera quality is also not goodNot good at this priceNot recommended to,,2025-09-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Not Anymore,...Both front and back camera are amazing.It takes amazing pictures. And the battery,,2025-06-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Srikanth Katkam,...Camera is AverageBattery I think it's not 7300mahafter normal,,2025-06-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",ConsultMe Corporation’s,...Camera Quality is too good,,2025-07-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Nujaim Ansari,...Very good performanceCamera quality is good,,2025-06-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Rajini Sama,...Nice mobile very good feutures camera super,,2025-07-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Sharath Bharadwaj,"...use of 10 days,Battery is really good.Camera is ok, not so great.Display is very nice.Performance is really",,2025-09-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Flipkart Customer,...awesomePerformance is also good as of nowCamera is also having good clarity,,2025-08-02
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Flipkart Customer,...Camera picture are not good.but performance is excellent,,2025-09-27
flipkart,c2634fd4daeb9,"vivo T4 5G (Emerald Blaze, 256 GB)",Vijay Kashyap,...Camera quality good,,2025-09-28
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Mrinalini Chhetri,"...Its high-resolution camera delivers sharp, vibrant photos, making it ideal for photography enthusiasts.",,2025-09-13
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Faiz Shaikh,...Awesome mobile appo k13x5gCamera superb quality and clearDual camera recordingDust proof drop test,,2025-09-26
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Flipkart Customer,...The phone is good but the camera quality is not that good,,2025-08-02
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Arpita priyadarshinee,...Camera quality is so average... No satisfied,,2025-09-28
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Flipkart Customer,...I like all the features of the phone but I'm totally disappointed with the camera quality.,,2025-09-26
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Balkrushna Pawar,...Not satisfied with camera quality.,,2025-09-30
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Flipkart Customer,...Camera quality is not up to markPerformance is goodBattery back-up is also,,2025-09-18
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Flipkart Customer,...Camera quality is the worst..sound not so good....picture quality very,,2025-08-02
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Flipkart Customer,...Solid 50MP rear camera with good daylight results,,2025-07-02
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Neha Pal,...Everything is nice but camera quality is little bit poor.,,2025-09-27
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Susmita Riya,...AI camera captures sharp photos with Unblur and Night Mode,,2025-07-02
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Ashis Sahu,...Camera quality good,,2025-09-25
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Vansh Agarwal,...I love this phoneCamera quality good,,2025-09-19
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Flipkart Customer,...Lag-free camera zoom up to 5x,,2025-07-02
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Arman Khan,...Performance poorDisplay poorCamera poorWaste money,,2025-09-28
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Dinesh  kumar,...mobile phone...Type of normal user phoneCamera is not good.But good one is light weight.,,2025-09-14
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Piyush Kumar,...Overall good camera quality,,2025-09-27
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Abhishek  Choudhary,...Good but camera quality is like 5year ago 8k mobile,,2025-07-02
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Vijay  Dhyani,...very thing is good except Camera.,,2025-07-02
flipkart,62b2e62fbb43e,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",Flipkart Customer,...Selfie camera is reliable for video calls and selfies,,2025-07-02
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Rohit Rana,...Not a single hand us phone.Camera is good but in low light the camera quality degrade,,2025-09-02
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Rip Sangma,...Well the camera is not good as iphones but it gives very decent quality of pictures and the batttery drains fast if you are a heavy user.,,2025-07-02
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Flipkart Vinay parmar,...The camera set up and the quality of images particularly in the natural light condition are superb.,,2025-09-27
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Ankit  Mishra,"...using more than a week, I am reviewing it,The camera quality is commendable.The battery concerns have been addressed",,2025-08-02
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",MOHAMMAD IRSHAD FAIZ,"...Camera Quality is Excellent 8K 30 Fps Support,Front Camera impressive Quality Overall A Good Package",,2025-09-25
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Keshav Vijay,...Camera -4.5 stars -Telephoto and night photo is average,,2025-09-29
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",ASHIK imran,...Well balanced phone with great camera ,,2025-09-29
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Suresh As,...1.The Camera Works Well And The Photos It Takes Are Also Good,,2025-07-02
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Aman Kumar,"...The camera is great, there are 4 camera lenses and all 4 of them take good pictures.",,2025-06-02
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Shankar Ravikant,...battery.Pros;1. Excellent performance2. Decent camera quality3. Good charging speedCons;1. Battery,,2025-07-02
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",SAMEER BAGH,...Don't buy fe series mobile. For batterCamera quality I prefer S series or UltraSeries mobile,,2025-09-27
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Flipkart Customer,...Its exceptional camera capabilities make it ideal for capturing stunning photos and videos.,,2025-09-02
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",DEBI PRASAD MISHRA,"...First, the camera is absolutely stunning, capturing every detail like a pro ",,2025-09-12
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Navneet  Maurya,...that this device is such a masterpiece.1. Camera 4.55(If you're buying this just because of camera,,2025-09-14
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Akash Ghosh,...Cameras are good in daylight but average in low light but 4k 60fps video mode is so amazing.,,2025-06-02
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Swapnil Dethe,...am using this phone from 2 months now.Camera quality is just awesome.Unbeatable AI features. Wonderful display,,2025-09-02
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Himshweta Guleria,"...The camera captures great photos, ensuring memories are preserved beautifully with detailed clarity.",,2025-09-29
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Bhimraj Pikwane,...Camera quality average.. good performance... Battery drain very,,2025-08-02
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Laxman  Bhatra,"...Cameras quality is superb,except night photographBattery is average, 1 day backup normal usag",,2025-09-25
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",sahil kumar,...Camera quality greatDisplay awesome,,2025-06-02
flipkart,e960199e26f23,"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",Anonymous,nan,,
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Prince  Kushwaha,"...The camera quality is top-notch, capturing sharp and vibrant photos even in low light.",,2025-06-02
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",anmolsingh  anmol,...iPhone 13pro max to 16The camera qualities is fab,,2025-09-25
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Pintu Harsha,...Perfomance wise also good ...No doubt about camera (stunning,,2025-09-27
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Shubham Gupta,...Nice phone in terms of use and camera quality,,2025-09-27
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",Sayantan Mondal,"...Amazing phone ,camera quantity top-notch.Good performance.",,2025-09-24
flipkart,ce4bb3f55cc2f,"Apple iPhone 16 (Teal, 128 GB)",BISWARUP GHOSH,...NO DOUBT ABOUT IPHONE 16. CAMERA IS EXCELLENT.BATTERY IS MODERATE. DISPLAY IS MUCH BETTER,,2025-09-26
